date,title,doi,authors,journal,short_journal,volume,year,publisher,issue,page,abstract
2020-09-01,Decision‐making of product‐service system solution selection based on integrated weight and technique for order preference by similarity to an ideal solution,10.1049/iet-cim.2020.0003,"[{'author_name': 'Lianhui Li', 'author_slug': 'lianhui-li-vJX4z3', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Chunlei Mao', 'author_slug': 'chunlei-mao-JWZ4yY', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Bingbing Lei', 'author_slug': 'bingbing-lei-4EGkl', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yang Gao', 'author_slug': 'yang-gao-n6MgK6', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yang Liu', 'author_slug': 'yang-liu-8GaM0Q', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'George Q. Huang', 'author_slug': 'george-q-huang-b2z33N', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}]",Iet Collaborative Intelligent Manufacturing,IET Collaborative Intelligent Manufacturing,2,2020,Institution of Engineering and Technology (IET),3,102-108,
2023-06-09,New distributed-topsis approach for multi-criteria decision-making problems in a big data context,10.1186/s40537-023-00788-3,"[{'author_name': 'Loubna Lamrini', 'author_slug': 'loubna-lamrini-Q6Nbjz', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mohammed Chaouki Abounaima', 'author_slug': 'mohammed-chaouki-abounaima-ky1gDw', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mohammed Talibi Alaoui', 'author_slug': 'mohammed-talibi-alaoui-AxLQw3', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Journal of Big Data,J Big Data,10,2023,Springer Science and Business Media LLC,1,,"AbstractNowadays, the online environment is extra information-rich and allows companies to offer and receive more and more options and opportunities in multiple areas. Thus, decision-makers have abundantly available alternatives to choose from the best one or rank from the most to the least preferred. However, in the multicriteria decision-making field, most tools support a limited number of alternatives with as narrow criteria as possible. Decision-makers are forced to apply a screening or filtering method to reduce the size of the problem, which will slow down the process and eliminate some potential alternatives from the rest of the decision-making process. Implementing MCDM methods in high-performance parallel and distributed computing environments becomes crucial to ensure the scalability of multicriteria decision-making solutions in Big Data contexts, where one can consider a vast number of alternatives, each being described on the basis of a number of criteria.In this context, we consider TOPSIS one of the most widely used MCDM methods. We present a parallel implementation of TOPSIS based on the MapReduce paradigm. This solution will reduce the response time of the decision-making process and facilitate the analysis of the robustness and sensitivity of the method in a high-dimension problem at a reasonable response time.Three multicriteria analysis problems were evaluated to show the proposed approach's computational efficiency and performance. All experiments are carried out within GCP's Dataproc, a service allowing the execution of Apache Hadoop and Spark tasks in Google Cloud. The results of the tests obtained are very significant and promising."
2017-02-23,Modelling Uncertainties in Multi-Criteria Decision Making using Distance Measure and TOPSIS for Hesitant Fuzzy Sets,10.1515/jaiscr-2017-0007,"[{'author_name': 'Ismat Beg', 'author_slug': 'ismat-beg-vJjw4O', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Tabasam Rashid', 'author_slug': 'tabasam-rashid-9OvQyb', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence and Soft Computing Research,,7,2017,Walter de Gruyter GmbH,2,103-109,"AbstractA notion for distance between hesitant fuzzy data is given. Using this new distance notion, we propose the technique for order preference by similarity to ideal solution for hesitant fuzzy sets and a new approach in modelling uncertainties. An illustrative example is constructed to show the feasibility and practicality of the new method."
2021-01-29,An Approach to Generalization of the Intuitionistic Fuzzy Topsis Method in the Framework of Evidence Theory,10.2478/jaiscr-2021-0010,"[{'author_name': 'Ludmila Dymova', 'author_slug': 'ludmila-dymova-6MZJwX', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Krzysztof Kaczmarek', 'author_slug': 'krzysztof-kaczmarek-j6MGGz', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Pavel Sevastjanov', 'author_slug': 'pavel-sevastjanov-xXJ8pW', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Łukasz Sułkowski', 'author_slug': 'lukasz-sulkowski-ej4Edr', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Krzysztof Przybyszewski', 'author_slug': 'krzysztof-przybyszewski-8Vlw9m', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence and Soft Computing Research,,11,2021,Walter de Gruyter GmbH,2,157-175,"Abstract
               A generalization of technique for establishing order preference by similarity to the ideal solution (TOPSIS) in the intuitionistic fuzzy setting based on the redefinition of intuitionistic fuzzy sets theory (A IFS) in the framework of Dempster-Shafer theory (DST) of evidence is proposed. The use of DST mathematical tools makes it possible to avoid a set of limitations and drawbacks revealed recently in the conventional Atanassov’s operational laws defined on intuitionistic fuzzy values, which may produce unacceptable results in the solution of multiple criteria decision-making problems. This boosts considerably the quality of aggregating operators used in the intuitionistic fuzzy TOPSIS method. It is pointed out that the conventional TOPSIS method may be naturally treated as a weighted sum of some modified local criteria. Because this aggregating approach does not always reflects well intentions of decision makers, two additional aggregating methods that cannot be defined in the framework of conventional A IFS based on local criteria weights being intuitionistic fuzzy values, are introduced. Having in mind that different aggregating methods generally produce different alternative rankings to obtain the compromise ranking, the method for aggregating of aggregation modes has been applied. Some examples are used to illustrate the validity and features of the proposed approach."
2022-03-02,Implementation of Linear Programming and Decision-Making Model for the Improvement of Warehouse Utilization,10.3390/asi5020033,"[{'author_name': 'Shrinath Manoharan', 'author_slug': 'shrinath-manoharan-MlW0aE', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Denise Stilling', 'author_slug': 'denise-stilling-6g92jk', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Golam Kabir', 'author_slug': 'golam-kabir-9KQ6E', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sudipa Sarker', 'author_slug': 'sudipa-sarker-vxJg5N', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Applied System Innovation,ASI,5,2022,MDPI AG,2,33,"Warehouses are used to store raw materials, finished goods, defective products, tools, machinery, and other company assets until needed. In addition, the warehouse is a staging area for the storage and packaging of products delivered to the customer for consumer industries. Ideally, storage time, storage space, and delivery lead times are minimized by improving warehouse management. This study implements an integration of linear programming (LP) and decision-making models. The LP model provides decision-makers with the optimum quantity of products that can be stored in the warehouse based on different case scenarios considered in this study. Furthermore, the criteria affecting the space utilization of warehouses at total capacity are identified. An integrated approach of rough analytical hierarchical process (AHP) and rough technique for order preference by similarity to ideal solution (TOPSIS) is utilized to determine the best pallet placement on the respective rack. Additionally, this technique identifies the storage racks that require improvements in warehouse space utilization for the products. This methodological approach will help many industries and logistics teams make optimal decisions and improve productivity."
2022-05-19,Analysis of Decision Parameters for Route Plans and Their Importance for Sustainability: An Exploratory Study Using the TOPSIS Technique,10.3390/logistics6020032,"[{'author_name': 'Alice Vasconcelos Nobre', 'author_slug': 'alice-vasconcelos-nobre-Ga9gvE', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Caio Cézar Rodrigues Oliveira', 'author_slug': 'caio-cezar-rodrigues-oliveira-ARyOdv', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Denilson Ricardo de Lucena Nunes', 'author_slug': 'denilson-ricardo-de-lucena-nunes-3KyV5b', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'André Cristiano Silva Melo', 'author_slug': 'andre-cristiano-silva-melo-Wn8x0M', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Gil Eduardo Guimarães', 'author_slug': 'gil-eduardo-guimaraes-Axr0MO', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Rosley Anholon', 'author_slug': 'rosley-anholon-1vyKM', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Vitor William Batista Martins', 'author_slug': 'vitor-william-batista-martins-bOJXNW', 'author_sequence_number': '7', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,6,2022,MDPI AG,2,32,"Background: This study aimed to identify the most widespread performance objectives for the vehicle routing problem, the degree of comparative importance attributed to each of these performance objectives in the opinion of professionals in the logistics area working in Brazil and also relate them to aspects of sustainability considering environmental, economic and social issues. Methods: To this end, a literature review was carried out in the area and a survey was developed with professionals through a structured questionnaire. The collected data were treated using the TOPSIS multi-criteria technique. Results: The results indicate that the performance objectives in route plans “level of service”, “total number of vehicles” and “total distance travelled” are the ones that, in the opinion of the professionals participating in the research, have greater importance in the planning and elaboration of plan routes and that such objectives directly impact the sustainable results of a given organization. Conclusions: The results can serve as a basis for researchers in the area who aim to broaden the debates on this topic and for logistics operations managers who work directly with planning and elaboration of route plans and who aim to make their operations more sustainable. Therefore, this research addresses the literature gap by identifying which performance objectives should be considered in the elaboration of route plans and how they relate to sustainability guidelines. It is noteworthy that no other study with a similar objective was identified in the literature."
2023-02-21,Open Data Insights from a Smart Bridge Datathon: A Multi-Stakeholder Observation of Smart City Open Data in Practice,10.3390/smartcities6020032,"[{'author_name': 'Sage Cammers-Goodwin', 'author_slug': 'sage-cammers-goodwin-gA9egJ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}]",Smart Cities,Smart Cities,6,2023,MDPI AG,2,676-691,"“Open Data” efforts are growing, especially in Europe, where open data are seen as a possible ethical driver of innovation. As smart cities continue to develop, it is important to explore how open data will affect the stakeholders of smart public spaces. Making data open and accessible not only has a managerial and technical component but also creates opportunities to shift power dynamics by granting individuals (and entities) access to data they might not otherwise be able to obtain. The scope of those who could access these data is wide, including data-illiterate citizens, burgeoning startups, and foreign militaries. This paper details the process of making data “open” from the MX3D smart bridge in Amsterdam through a “datathon”. The development and outcomes of opening the data and the event itself bring us closer to understanding the complexity of open data access and the extent to which it is useful or empowering for members of the public. While open data research continues to expand, there is still a dearth of studies that qualitatively detail the process and stakeholder concerns for a modern smart city project. This article serves to fill this gap."
2023-10-18,FairCaipi: A Combination of Explanatory Interactive and Fair Machine Learning for Human and Machine Bias Reduction,10.3390/make5040076,"[{'author_name': 'Louisa Heidrich', 'author_slug': 'Louisa Heidrich', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Machine Learning and Knowledge Extraction,MAKE,5,2023,MDPI AG,4,1519-1538,"The rise of machine-learning applications in domains with critical end-user impact has led to a growing concern about the fairness of learned models, with the goal of avoiding biases that negatively impact specific demographic groups. Most existing bias-mitigation strategies adapt the importance of data instances during pre-processing. Since fairness is a contextual concept, we advocate for an interactive machine-learning approach that enables users to provide iterative feedback for model adaptation. Specifically, we propose to adapt the explanatory interactive machine-learning approach Caipi for fair machine learning. FairCaipi incorporates human feedback in the loop on predictions and explanations to improve the fairness of the model. Experimental results demonstrate that FairCaipi outperforms a state-of-the-art pre-processing bias mitigation strategy in terms of the fairness and the predictive performance of the resulting machine-learning model. We show that FairCaipi can both uncover and reduce bias in machine-learning models and allows us to detect human bias."
2023-11-29,A Smart City Is a Safe City: Analysis and Evaluation of the State of Crime and Safety in Polish Cities,10.3390/smartcities6060149,"[{'author_name': 'Magdalena Tutak', 'author_slug': 'Magdalena Tutak', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Smart Cities,Smart Cities,6,2023,MDPI AG,6,3359-3392,"The concept of a smart city is based on the extensive multidimensional use of information and communication technologies to create the most favorable living conditions for residents and visitors. It is also important to create favorable conditions for economic activity while respecting the environment. One of the most important dimensions of this concept is security in the broadest sense, particularly that which concerns urban residents. This article addresses this subject by analyzing crime and determining the state of safety in 16 Polish provincial cities between 2013–2022. The measure of this state was chosen to be a set of indicators characterizing a number of registered criminal and economic offenses in the studied cities. On this basis, values of the indices of the dynamics of change for these offenses in individual cities in the analyzed period were determined. In the next stage, the number of offenses was compared to the number of residents of the cities under study and the indices of concentration for total offenses (LQT) and for individual types of offenses (LQn) were determined. Based on these results, the studied cities were divided into four concentration levels. Afterward, these results were used for a multi-criteria analysis of the safety of studied cities, which was carried out using the TOPSIS method. The calculated values of the safety index (Pi) formed the basis for creating a ranking and specifying security levels of studied cities. The results indicate a wide variation among the cities in terms of safety levels. Gdańsk, Bydgoszcz, Olsztyn and Zielona Góra were found to be the safest cities, while Szczecin was found to be the least safe. The methodology developed and the results obtained show the validity of conducting comparative research in areas relevant to the implementation of the smart cities concept. The knowledge gained can be used to build strategies and conduct policies with regard to improving safety in cities, especially those aspiring to be smart cities."
2023-12-08,Sustainable Supplier Selection through Multi-Criteria Decision Making (MCDM) Approach: A Bibliometric Analysis,10.3390/logistics7040096,"[{'author_name': 'Khoiron Khulud', 'author_slug': 'Khoiron Khulud', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,4,96,"Background: The primary objective of this study was to examine the advancements in sustainable supplier selection through multi-criteria decision making (MCDM) from the years 2013 to 2022. In the recent past, researchers have carried out a significant amount of research in this field over the course of several years; Methods: a total of 121 scientific publications sourced from the Scopus database were chosen for analysis, employing the bibliometric method and graphical visualization of the VOS viewer application to visually analyze and map research networks and collaboration patterns, aiding in the evaluation of scientific impact and knowledge dissemination; Results: the findings of this study indicate that the research trend in sustainable supplier selection through MCDM witnessed its most significant growth in the year 2019. Researchers predominantly disseminated their scientific findings through articles, accounting for 81% of the publications, followed by conference papers at 14%, and book chapters at 2.5%; Conclusions: the primary area of focus in these studies pertains to decision-making processes involved in sustainable supplier selection. The implications and theoretical contributions derived from this research, coupled with the latest advancements, serve as a foundation for further exploration and development of sustainable supplier selection research through MCDM."
2023-07-24,Editorial: Ethical design of artificial intelligence-based systems for decision making,10.3389/frai.2023.1250209,"[{'author_name': 'Giulio Biondi', 'author_slug': 'giulio-biondi-EaeKAk', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Stefano Cagnoni', 'author_slug': 'stefano-cagnoni-LeWG1m', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Roberto Capobianco', 'author_slug': 'roberto-capobianco-YgNxjK', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Valentina Franzoni', 'author_slug': 'valentina-franzoni-wmxRGL', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Francesca A. Lisi', 'author_slug': 'francesca-a-lisi-2WlbOm', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Alfredo Milani', 'author_slug': 'alfredo-milani-zRMlJ6', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Jordi Vallverdú', 'author_slug': 'jordi-vallverdu-xQW4aw', 'author_sequence_number': '7', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,6,2023,Frontiers Media SA,,,
2023-12-11,Explainability as the key ingredient for AI adoption in Industry 5.0 settings,10.3389/frai.2023.1264372,"[{'author_name': 'Carlos Agostinho', 'author_slug': 'Carlos Agostinho', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,6,2023,Frontiers Media SA,,,"Explainable Artificial Intelligence (XAI) has gained significant attention as a means to address the transparency and interpretability challenges posed by black box AI models. In the context of the manufacturing industry, where complex problems and decision-making processes are widespread, the XMANAI platform emerges as a solution to enable transparent and trustworthy collaboration between humans and machines. By leveraging advancements in XAI and catering the prompt collaboration between data scientists and domain experts, the platform enables the construction of interpretable AI models that offer high transparency without compromising performance. This paper introduces the approach to building the XMANAI platform and highlights its potential to resolve the “transparency paradox” of AI. The platform not only addresses technical challenges related to transparency but also caters to the specific needs of the manufacturing industry, including lifecycle management, security, and trusted sharing of AI assets. The paper provides an overview of the XMANAI platform main functionalities, addressing the challenges faced during the development and presenting the evaluation framework to measure the performance of the delivered XAI solutions. It also demonstrates the benefits of the XMANAI approach in achieving transparency in manufacturing decision-making, fostering trust and collaboration between humans and machines, improving operational efficiency, and optimizing business value."
2021-02-21,An interdisciplinary framework to define strategies for digitalization and sustainability: Proposal of a ‘digicircular’ model,10.1049/cim2.12013,"[{'author_name': 'Fabio De Felice', 'author_slug': 'fabio-de-felice-PQ9VjK', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Antonella Petrillo', 'author_slug': 'antonella-petrillo-vJOAvJ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Iet Collaborative Intelligent Manufacturing,IET Collab Intel Manufact,3,2021,Institution of Engineering and Technology (IET),1,75-84,"The criteria of economic, social, and environmental sustainability defined by the United Nations and consolidated in Agenda 2030 must become a 'lighthouse' to promote the use of digital technologies as an essential tool for sustainable development. Thus, the role of decision makers must therefore be oriented to promote technological development towards a sustainable world. However, any technological innovation, even the best, can give negative effects if not applied with a perspective on sustainability. This is increasingly evident with the growth of globalization. Thus, the aim of the present research is to identify challenges to achieve Circular Economy and Bioeconomy in a digital era and to define a blueprint for a 'digicircular' transformation. An integrated and interdisciplinary framework is proposed to prioritize digital capabilities which are hindering the digicircular economy implementation. An interdisciplinary and multicriteria tool to enable a digicircular model is developed. Bloomberg's environmental and Corporate Knights Global Sustainability Score which use private and public information from companies served for define the research model. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited."
2010-04-01,The Analytic Hierarchy Process and the Theory of Measurement,10.1287/mnsc.1090.1123,"[{'author_name': 'Michele Bernasconi', 'author_slug': 'michele-bernasconi-dvRd89', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Christine Choirat', 'author_slug': 'christine-choirat-ZG6JPg', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Raffaello Seri', 'author_slug': 'raffaello-seri-6eLr1', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Management Science,Management Science,56,2010,Institute for Operations Research and the Management Sciences (INFORMS),4,699-711,"The analytic hierarchy process (AHP) is a decision-making procedure widely used in management for establishing priorities in multicriteria decision problems. Underlying the AHP is the theory of ratio-scale measures developed in psychophysics since the middle of the last century. It is, however, well known that classical ratio-scaling approaches have several problems. We reconsider the AHP in the light of the modern theory of measurement based on the so-called separable representations recently axiomatized in mathematical psychology. We provide various theoretical and empirical results on the extent to which the AHP can be considered a reliable decision-making procedure in terms of the modern theory of subjective measurement.ratio scales, subjective weighting, decision making"
2024-04-16,Decentralized multi-agent reinforcement learning based on best-response policies,10.3389/frobt.2024.1229026,"[{'author_name': 'Volker Gabler', 'author_slug': 'Volker Gabler', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,11,2024,Frontiers Media SA,,,"Introduction: Multi-agent systems are an interdisciplinary research field that describes the concept of multiple decisive individuals interacting with a usually partially observable environment. Given the recent advances in single-agent reinforcement learning, multi-agent reinforcement learning (RL) has gained tremendous interest in recent years. Most research studies apply a fully centralized learning scheme to ease the transfer from the single-agent domain to multi-agent systems.Methods: In contrast, we claim that a decentralized learning scheme is preferable for applications in real-world scenarios as this allows deploying a learning algorithm on an individual robot rather than deploying the algorithm to a complete fleet of robots. Therefore, this article outlines a novel actor–critic (AC) approach tailored to cooperative MARL problems in sparsely rewarded domains. Our approach decouples the MARL problem into a set of distributed agents that model the other agents as responsive entities. In particular, we propose using two separate critics per agent to distinguish between the joint task reward and agent-based costs as commonly applied within multi-robot planning. On one hand, the agent-based critic intends to decrease agent-specific costs. On the other hand, each agent intends to optimize the joint team reward based on the joint task critic. As this critic still depends on the joint action of all agents, we outline two suitable behavior models based on Stackelberg games: a game against nature and a dyadic game against each agent. Following these behavior models, our algorithm allows fully decentralized execution and training.Results and Discussion: We evaluate our presented method using the proposed behavior models within a sparsely rewarded simulated multi-agent environment. Although our approach already outperforms the state-of-the-art learners, we conclude this article by outlining possible extensions of our algorithm that future research may build upon."
2018-12-18,Toward Computational Motivation for Multi-Agent Systems and Swarms,10.3389/frobt.2018.00134,"[{'author_name': 'Md. Mohiuddin Khan', 'author_slug': 'md-mohiuddin-khan-4jKP3', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Kathryn Kasmarik', 'author_slug': 'kathryn-kasmarik-Xx22ww', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Michael Barlow', 'author_slug': 'michael-barlow-8gn3zG', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,5,2018,Frontiers Media SA,,,"Motivation is a crucial part of animal and human mental development, fostering competence, autonomy, and open-ended development. Motivational constructs have proved to be an integral part of explaining human and animal behavior. Computer scientists have proposed various computational models of motivation for artificial agents, with the aim of building artificial agents capable of autonomous goal generation. Multi-agent systems and swarm intelligence are natural extensions to the individual agent setting. However, there are only a few works that focus on motivation theories in multi-agent or swarm settings. In this study, we review current computational models of motivation settings, mechanisms, functions and evaluation methods and discuss how we can produce systems with new kinds of functions not possible using individual agents. We describe in detail this open area of research and the major research challenges it holds."
2021-08-18,Evaluating Strategic Structures in Multi-Agent Inverse Reinforcement Learning,10.1613/jair.1.12594,"[{'author_name': 'Justin Fu', 'author_slug': 'justin-fu-wmEGLL', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Andrea Tacchetti', 'author_slug': 'andrea-tacchetti-LeGmlA', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Julien Pérolat', 'author_slug': 'julien-perolat-gZOgaQ', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yoram Bachrach', 'author_slug': 'yoram-bachrach-EWZbZP', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence Research,jair,71,2021,AI Access Foundation,,925-951,"A core question in multi-agent systems is understanding the motivations for an agent's actions based on their behavior. Inverse reinforcement learning provides a framework for extracting utility functions from observed agent behavior, casting the problem as finding domain parameters which induce such a behavior from rational decision makers.  We show how to efficiently and scalably extend inverse reinforcement learning to multi-agent settings, by reducing the multi-agent problem to N single-agent problems while still satisfying rationality conditions such as strong rationality. However, we observe that rewards learned naively tend to lack insightful structure, which causes them to produce undesirable behavior when optimized in games with different players from those encountered during training. We further investigate conditions under which rewards or utility functions can be precisely identified, on problem domains such as normal-form and Markov games, as well as auctions, where we show we can learn reward functions that properly generalize to new settings."
2013-07-30,Asymmetric Distributed Constraint Optimization Problems,10.1613/jair.3945,"[{'author_name': 'Tal Grinshpoun', 'author_slug': 'tal-grinshpoun-LD5g0A', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Alon Grubshtein', 'author_slug': 'alon-grubshtein-JWYRDG', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Roie Zivan', 'author_slug': 'roie-zivan-4LGANM', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Arnon Netzer', 'author_slug': 'arnon-netzer-ygZ8xl', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Amnon Meisels', 'author_slug': 'amnon-meisels-kejEzw', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}]",Journal of Artificial Intelligence Research,jair,47,2013,AI Access Foundation,,613-647,"Distributed Constraint Optimization (DCOP) is a powerful framework for
representing and solving distributed combinatorial problems, where the
variables of the problem are owned by different agents. Many multi-agent
problems include constraints that produce different gains (or costs) for the
participating agents. Asymmetric gains of constrained agents cannot be
naturally represented by the standard DCOP model. The present paper proposes a
general framework for Asymmetric DCOPs (ADCOPs). In ADCOPs different agents may
have different valuations for constraints that they are involved in. The new
framework bridges the gap between multi-agent problems which tend to have
asymmetric structure and the standard symmetric DCOP model. The benefits of the
proposed model over previous attempts to generalize the DCOP model are
discussed and evaluated. Innovative algorithms that apply to the special
properties of the proposed ADCOP model are presented in detail. These include
complete algorithms that have a substantial advantage in terms of runtime and
network load over existing algorithms (for standard DCOPs) which use
alternative representations. Moreover, standard incomplete algorithms (i.e.,
local search algorithms) are inapplicable to the existing DCOP representations
of asymmetric constraints and when they are applied to the new ADCOP framework
they often fail to converge to a local optimum and yield poor results. The
local search algorithms proposed in the present paper converge to high quality
solutions. The experimental evidence that is presented reveals that the
proposed local search algorithms for ADCOPs achieve high quality solutions
while preserving a high level of privacy"
2019-08-15,Integration of Microclimate into the Multi-Agent System Simulation in Urban Public Space,10.3390/smartcities2030026,"[{'author_name': 'Ziyu Tong', 'author_slug': 'ziyu-tong-GDe9pb', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sha Xu', 'author_slug': 'sha-xu-LDlZgA', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Smart Cities,Smart Cities,2,2019,MDPI AG,3,421-432,"Urban public space is the main place for human outdoor activities. Simulating human behavior through the Multi-Agent System (MAS) is one of the most important methods for studying public space. However, most of the research on this topic is concerned with the way people behave and the connection to spatial layouts. It ignores the fact that in outdoor spaces, microclimate factors tend to have a more important impact on human behavior. In this study, microclimate factors were narrowed down into two main factors: outdoor thermal perception and sunshine perception. Both of these factors are integrated into the traditional MAS, together with visual perception as the influence factors of agent action. The new MAS was developed in Processing language and can dynamically and visually show agents activities in the space. Taking Gulou Square in Nanjing, China, as a case, the simulations were carried out with three typical meteorological days of spring equinox, summer solstice, and winter solstice. Through comparing the simulation results at different times, we found that the new MAS exhibits a significant impact of microclimate on human behavior. The new MAS can be used reasonably and effectively for the design and evaluation of urban public space."
2022-10-26,Multi-agent task allocation for harvest management,10.3389/frobt.2022.864745,"[{'author_name': 'Helen Harman', 'author_slug': 'helen-harman-15RKvj', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Elizabeth Sklar', 'author_slug': 'elizabeth-sklar-MV8Dvd', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,9,2022,Frontiers Media SA,,,"Multi-agent task allocation methods seek to distribute a set of tasks fairly amongst a set of agents. In real-world settings, such as soft fruit farms, human labourers undertake harvesting tasks. The harvesting workforce is typically organised by farm manager(s) who assign workers to the fields that are ready to be harvested and team leaders who manage the workers in the fields. Creating these assignments is a dynamic and complex problem, as the skill of the workforce and the yield (quantity of ripe fruit picked) are variable and not entirely predictable. The work presented here posits that multi-agent task allocation methods can assist farm managers and team leaders to manage the harvesting workforce effectively and efficiently. There are three key challenges faced when adapting multi-agent approaches to this problem: (i) staff time (and thus cost) should be minimised; (ii) tasks must be distributed fairly to keep staff motivated; and (iii) the approach must be able to handle incremental (incomplete) data as the season progresses. An adapted variation of Round Robin (RR) is proposed for the problem of assigning workers to fields, and market-based task allocation mechanisms are applied to the challenge of assigning tasks to workers within the fields. To evaluate the approach introduced here, experiments are performed based on data that was supplied by a large commercial soft fruit farm for the past two harvesting seasons. The results demonstrate that our approach produces appropriate worker-to-field allocations. Moreover, simulated experiments demonstrate that there is a “sweet spot” with respect to the ratio between two types of in-field workers."
